LOAN_SK,LOAN_NUMBER,LOAN_TYPE,LOAN_STATUS,INTEREST_RATE,CURRENCY_OF_COMMITMENT,EFFECTIVE_START_DATE,EFFECTIVE_END_DATE,IS_CURRENT,RECORD_HASH
8518961475521043846,IBRD60760,NON POOL,Repaid,7,US,2025-12-01,,true,1591903394274428536
8694771715177737285,IBRD2979S,SCPD,Fully Repaid,5.05,US,2025-12-01,,true,5637683262741267151
5267937202190411604,IBRD25860,CPL,Fully Repaid,6.36,US,2025-12-01,,true,2927777773514690838
8454241759762670556,IBRDS0060,NPL,Fully Repaid,8,US,2025-12-01,,true,4536221455308983839
7175241309641906131,IBRD27670,CPL,Fully Repaid,4.85,US,2025-12-01,,true,8175173559871209237
3289446925364775477,IBRD3475A,SCL,Fully Repaid,0,US,2025-12-01,,true,6424551060461084070
3546005744447203675,IBRD76200,FSL,Repaying,0,US,2025-12-01,,true,8809366098834919738
6577560116002086720,IBRD35860,CPL,Fully Transferred,7.43,US,2025-12-01,,true,9115916347061680460
7588265638698676054,IBRD90120,FSL,Disbursing,0,US,2025-12-01,,true,7805216721811411504
3905659453249238273,IBRD09610,NPL,Fully Repaid,7.25,US,2025-12-01,,true,2459205966627038123
3865011372463767259,IBRD84390,FSL,Repaying,0,US,2025-12-01,,true,3382108374894470127
6831723051246623670,IBRD41360,SCL,Fully Cancelled,1.12,US,2025-12-01,,true,5412215909456234707
1964833568094719184,IBRD48820,SCL,Fully Repaid,0.49,US,2025-12-01,,true,3704738972688111332
7046342244433039112,IBRD04170,NPL,Fully Repaid,5.5,US,2025-12-01,,true,3006933896246356633
7056679363404000784,IBRD1696S,SCPD,Fully Repaid,7.9,US,2025-12-01,,true,3945959185081140792
8649734773593362068,IBRD17090,NPL,Fully Repaid,7.9,US,2025-12-01,,true,825266518219841202
2983713465504896516,IBRD04020,NPL,Fully Repaid,5.5,US,2025-12-01,,true,8257585675599852034
682679079836468817,IBRD15150,NPL,Fully Repaid,7.45,US,2025-12-01,,true,7194225242188183830
4222972823788096803,IBRD3406A,SCL,Fully Repaid,1.27,US,2025-12-01,,true,8750444599011577292
942155190328264353,IBRD21280,CPL,Fully Repaid,11.6,US,2025-12-01,,true,2921199755047462482
4545335087997638119,IBRD41640,SCL,Fully Repaid,0.75,US,2025-12-01,,true,7119702719910917903
8086477839862413922,IBRD40370,SCL,Fully Repaid,0.53,US,2025-12-01,,true,1169897176824049102
1774018782085944769,IBRD25370,CPL,Fully Repaid,6.36,US,2025-12-01,,true,6421214048373665506
465641392261124275,IBRD45320,CPL,Fully Repaid,2.56,US,2025-12-01,,true,7318323515861325058
4921998005838139427,IBRD23410,CPL,Fully Repaid,6.03,US,2025-12-01,,true,2690656546275857162
7999240750431313653,IBRD86180,FSL,Repaying,0,US,2025-12-01,,true,4614564460823479576
2608628739914383642,IBRD77920,FSL,Repaying,0,US,2025-12-01,,true,5454621192976596166
2260963200490607578,IBRD77910,FSL,Fully Repaid,0,US,2025-12-01,,true,1732058963832799074
152548854531763627,IBRD05630,NPL,Fully Repaid,6.5,US,2025-12-01,,true,8657102870449869819
6280960312530758952,IBRD14777,NPL,Fully Repaid,8.2,US,2025-12-01,,true,8859857447153142610
2195115320347843452,IBRD87930,FSL,Disbursing&Repaying,0,US,2025-12-01,,true,5974586273705099898
1884654804684316585,IBRD60590,NON POOL,Repaid,7,US,2025-12-01,,true,3370989209354118482
6947083327786526435,IBRD92850,FSL,Fully Disbursed,0,US,2025-12-01,,true,1114525155002172903
3645219654136741136,IBRD91220,FSL,Fully Disbursed,0,US,2025-12-01,,true,5847477588682885644
7707023359748155318,IBRD01020,NPL,Fully Repaid,4.75,US,2025-12-01,,true,9144114201699941863
1961352182518210530,IBRD38680,CPL,Fully Transferred,7.39,US,2025-12-01,,true,336007798290027410
8296970075910822022,IBRD1916S,SCPD,Fully Repaid,9.25,US,2025-12-01,,true,9017265681807428068
3309336004438589528,IBRD74310,FSL,Repaying,0,US,2025-12-01,,true,3338316108674343528
1574654022734362646,IBRD3739A,SCL,Fully Repaid,0.78,US,2025-12-01,,true,7174273467757591190
9214241289548161667,IBRD2303S,SCPD,Fully Repaid,8.76,US,2025-12-01,,true,6460313803883429915
1347810510432341457,IBRD2740S,SCPD,Fully Repaid,8.59,US,2025-12-01,,true,5772241554243837046
6336080346377517476,IBRD21870,CPL,Fully Repaid,11.6,US,2025-12-01,,true,482408835881683941
1075295978540833325,IBRD13995,CPL,Fully Repaid,8.5,US,2025-12-01,,true,2629445463447405838
1801553234540846814,IBRD3889S,SCPD,Fully Repaid,7.15,US,2025-12-01,,true,4937824733113950264
7687895312420642932,IBRD03190,NPL,Fully Repaid,5.75,US,2025-12-01,,true,3978619410106523104
320712511449297983,IBRD74800,FSL,Fully Repaid,0,US,2025-12-01,,true,2233229880689874478
4686786700018776561,IBRD60690,NON POOL,Repaid,7,US,2025-12-01,,true,530721081364283017
8636005072514405240,IBRD22610,CPL,Fully Repaid,3.8,US,2025-12-01,,true,1781915098551474329
6132046621988975907,IBRD34720,CPL,Fully Transferred,7.43,US,2025-12-01,,true,5119676411366772524
544698068877218109,IBRD02940,NPL,Fully Repaid,5.75,US,2025-12-01,,true,6436813227410683955
6339574315953590701,IBRD3297A,SCL,Fully Repaid,3.25,US,2025-12-01,,true,3414022213526271319
1978786555842707941,IBRD77600,FSL,Repaying,0,US,2025-12-01,,true,8985437386309526122
8851820737869011944,IBRD03180,NPL,Fully Repaid,5.75,US,2025-12-01,,true,7621928023396471394
5218748457449031469,IBRD27260,CPL,Fully Repaid,5.32,US,2025-12-01,,true,1737836399853762252
2097485099267731421,IBRD39020,CPL,Fully Transferred,7.43,US,2025-12-01,,true,5591460101371414330
3089197779823753270,IBRD25711,CPL,Fully Repaid,5.01,US,2025-12-01,,true,7421272400638503952
8390632401054952677,IBRD43680,SCL,Fully Repaid,0,US,2025-12-01,,true,2808700927858916424
8391232200239832616,IBRD23790,CPL,Fully Repaid,6.18,US,2025-12-01,,true,5421600883878412709
6772811927333204187,IBRD10001,NON POOL,Repaid,3.5625,US,2025-12-01,,true,8663337509184347584
7205350786531528174,IBRD73760,FSL,Repaying,0,US,2025-12-01,,true,250908334784158019
3094026318553972953,IBRD20380,CPL,Fully Repaid,9.6,US,2025-12-01,,true,4332596412604563474
5758498783094902705,IBRD18605,CPL,Fully Repaid,8.25,US,2025-12-01,,true,7894646873815241960
2496324357677865243,IBRD26460,CPL,Fully Repaid,5.32,US,2025-12-01,,true,5388089071181917384
1764246946507834585,IBRD36560,CPL,Fully Transferred,7.39,US,2025-12-01,,true,2100024036626068266
2630112052896643309,IBRD05450,NPL,Fully Repaid,6.25,US,2025-12-01,,true,8852652709542862912
8687397216659567219,IBRD01990,NPL,Fully Repaid,5.5,US,2025-12-01,,true,3645668658364889519
4148572323961772766,IBRD11800,NPL,Fully Repaid,8.5,US,2025-12-01,,true,8435830398706713246
6636806913843783042,IBRD77050,FSL,Repaying,0,US,2025-12-01,,true,8685060644217685559
7854089442634135200,IBRD50600,NON POOL,Repaid,6.5,US,2025-12-01,,true,1112694522832538333
1574863761623528053,IBRD13590,NPL,Fully Repaid,8.7,US,2025-12-01,,true,4546858823404336450
2872741249016687848,IBRD73350,FSL,Fully Repaid,0,US,2025-12-01,,true,3719031771201523227
3892468092079740696,IBRD3838B,SCL,Fully Repaid,0,US,2025-12-01,,true,5433870718917207260
9025296749597956936,IBRD45080,SCL,Fully Repaid,0,US,2025-12-01,,true,4929548490890759039
1581733995493260900,IBRD20220,CPL,Fully Repaid,9.6,US,2025-12-01,,true,7818231799830489029
1943617362828169112,IBRDB1220,GURB,Fully Cancelled,0,US,2025-12-01,,true,3758417918800465210
6894446349191554936,IBRD22260,CPL,Fully Repaid,4.62,US,2025-12-01,,true,2146778974488086249
8907757051452277460,IBRD04742,NPL,Fully Repaid,6.25,US,2025-12-01,,true,1594142234225685021
8523645428675446758,IBRD14225,CPL,Fully Repaid,8.2,US,2025-12-01,,true,138623193843574050
6423274929902340679,IBRD02512,NPL,Fully Repaid,6,US,2025-12-01,,true,6904763930825969282
7570884664210522682,IBRD40680,CPL,Fully Transferred,7.43,US,2025-12-01,,true,6565172548165313113
3918716784491442346,IBRD77320,FSL,Repaying,0,US,2025-12-01,,true,1678503687056776602
8968895460066785365,IBRD22590,CPL,Fully Repaid,3.8,US,2025-12-01,,true,1417462448372758406
2613783112325757751,IBRD07080,NPL,Fully Repaid,7.25,US,2025-12-01,,true,2627137689436813848
8213654283544433346,IBRD3283A,SCL,Fully Repaid,1.71,US,2025-12-01,,true,7409152865358781703
7324886038015115047,IBRD39800,SCL,Fully Cancelled,4.89,US,2025-12-01,,true,964634202287957626
2117889287900005469,IBRD01130,NPL,Fully Repaid,4.75,US,2025-12-01,,true,1782633579575754792
2631634939298758797,IBRD38050,CPL,Fully Repaid,7.43,US,2025-12-01,,true,3670052141548674873
8363541236431803031,IBRD2997S,SCPD,Fully Repaid,5.31,US,2025-12-01,,true,5055460987751738431
3388660717737123754,IBRD32881,CPL,Fully Repaid,6.94,US,2025-12-01,,true,3248170673628345487
8784609794763087405,IBRD91690,FSL,Disbursing,0,US,2025-12-01,,true,201322703913739660
3379419140807435712,IBRD26920,CPL,Fully Cancelled,7.26,US,2025-12-01,,true,8803196541021031841
3393757839173939605,IBRD34350,CPL,Fully Repaid,4.99,US,2025-12-01,,true,4381097249865251785
2269320274163170753,IBRD3454S,SCPD,Fully Repaid,4.33,US,2025-12-01,,true,2490354471647872002
2930153417356888509,IBRD25590,CPL,Fully Repaid,5.59,US,2025-12-01,,true,6973127179879136284
8917801821915267087,IBRD19320,CPL,Fully Repaid,9.25,US,2025-12-01,,true,3940312999990313169
6643894439523689281,IBRD46660,SCL,Fully Repaid,0.74,US,2025-12-01,,true,948167252144718130
6724910807617810478,IBRD42190,SCL,Fully Repaid,0.68,US,2025-12-01,,true,1728026406880495366
8824924396011931998,IBRD74710,FSL,Fully Repaid,0,US,2025-12-01,,true,5568222876224639050
4108378614827381422,IBRD2557S,SCPM,Fully Repaid,7.08,US,2025-12-01,,true,7187772013116281561
3191357937220917416,IBRD44820,SCL,Fully Repaid,1.51,US,2025-12-01,,true,6475112759261243336
7746494267020845679,IBRD2901U,SCPD,Fully Repaid,8.53,US,2025-12-01,,true,5295316316581315829
5890242645257144221,IBRD3845S,SCPD,Fully Repaid,4.65,US,2025-12-01,,true,105325940852643670
8893748594841155547,IBRD28240,CPL,Fully Repaid,5.59,US,2025-12-01,,true,5851708916554612703
8700434749526522775,IBRD40040,CPL,Fully Transferred,7.43,US,2025-12-01,,true,5678783440717550928
2102971630642125272,IBRD2879S,SCPD,Fully Repaid,7.02,US,2025-12-01,,true,5430846598652119852
8578153955321612082,IBRD3641A,SCL,Fully Cancelled,5.55,US,2025-12-01,,true,2194567642922711472
7059252847035710696,IBRD30230,CPL,Fully Repaid,5.59,US,2025-12-01,,true,3889372807584468733
4391325329921088634,IBRDB0240,BLNR,Fully Repaid,0,US,2025-12-01,,true,8628451092871376596
8839481247047246034,IBRD44330,SCL,Fully Repaid,0.68,US,2025-12-01,,true,6525582190679018361
5426047799386899711,IBRD23480,CPL,Fully Repaid,6.03,US,2025-12-01,,true,793484122017291780
2986673037428614325,IBRD37870,CPL,Fully Repaid,8.24,US,2025-12-01,,true,5047346884992001270
6369339005582588563,IBRD18410,NPL,Fully Repaid,8.25,US,2025-12-01,,true,5243243634004379606
2506919645291853231,IBRD13160,NPL,Fully Repaid,8.85,US,2025-12-01,,true,2101255708644864840
3507805565847456129,IBRD18710,NPL,Fully Repaid,8.25,US,2025-12-01,,true,4618759838311810993
7622530486822731590,IBRD30650,CPL,Fully Cancelled,7.6,US,2025-12-01,,true,379299151196522085
8423089882341517391,IBRD46880,SCL,Fully Repaid,1.08,US,2025-12-01,,true,3763419375996161149
2196129423690448981,IBRD96160,FSL,Effective,0,US,2025-12-01,,true,7788220164384275593
3004170111222791364,IBRD95830,FSL,Disbursing,0,US,2025-12-01,,true,5556890825913481872
4386330505754938380,IBRD39740,SCL,Fully Repaid,4.83,US,2025-12-01,,true,3378622425705946634
5130710358364802820,IBRD47180,SCL,Fully Repaid,1.19,US,2025-12-01,,true,2803467935391329610
6725610950386089374,IBRD40820,SCL,Fully Repaid,0.66,US,2025-12-01,,true,1842787019792744961
1142905944425127457,IBRD2802S,SCPD,Fully Repaid,8.32,US,2025-12-01,,true,4091924874267845456
5644840635022338918,IBRD23030,CPL,Fully Repaid,5.11,US,2025-12-01,,true,7907800582981506983
3427155898872178461,IBRD33840,CPL,Fully Repaid,5.59,US,2025-12-01,,true,5841582784586306358
4900610794699483315,IBRD06752,NPL,Fully Repaid,7,US,2025-12-01,,true,2513040544548080117
1033389546457960861,IBRD20600,CPL,Fully Repaid,11.6,US,2025-12-01,,true,1702187222470125360
5930859287108480459,IBRD46340,SCL,Fully Repaid,2.11,US,2025-12-01,,true,6830632923707961573
1336655502026277657,IBRD3543A,SCL,Fully Cancelled,0,US,2025-12-01,,true,8027566893057616558
932195516278377691,IBRD2094S,SCPD,Fully Repaid,11.6,US,2025-12-01,,true,2879122921148731243
8273763770522656894,IBRD30880,CPL,Fully Repaid,3.28,US,2025-12-01,,true,6564416383245655894
6988650918205849679,IBRD33720,CPL,Fully Repaid,4.84,US,2025-12-01,,true,3511702436834049702
4573545099666833459,IBRD33360,CPL,Fully Repaid,7.99,US,2025-12-01,,true,4717364832607703048
7240235541557418301,IBRD17100,NPL,Fully Cancelled,7.9,US,2025-12-01,,true,2871166175244481317
8397772418682643425,IBRD3528S,SCPD,Fully Repaid,5.11,US,2025-12-01,,true,2488843710590268431
3984883041710549345,IBRD90590,FSL,Fully Disbursed,0,US,2025-12-01,,true,243099522328420114
1846921344657160363,IBRD92550,FSL,Disbursing,0,US,2025-12-01,,true,649970730170857492
249828829223686078,IBRD85690,FSL,Repaying,0,US,2025-12-01,,true,3380007048886931008
6775063907002007956,IBRD45240,CPL,Fully Repaid,2.56,US,2025-12-01,,true,3580953520009844888
928018411230531800,IBRD07040,NPL,Fully Repaid,7,US,2025-12-01,,true,1820991840456890449
8063189514906292505,IBRD89560,FSL,Repaying,0,US,2025-12-01,,true,9197912773926567056
1574824766621707101,IBRD96860,FSL,Signed,0,US,2025-12-01,,true,6794761186630625653
1270612578133624007,IBRD21190,CPL,Fully Repaid,11.6,US,2025-12-01,,true,6672731760443655995
4857215022899647844,IBRD3854A,SCL,Fully Repaid,0,US,2025-12-01,,true,7698260000155513878
6258302482550227734,IBRD79400,FSL,Repaying,0,US,2025-12-01,,true,337053694579139052
678738484440757828,IBRD43610,SCL,Fully Repaid,0,US,2025-12-01,,true,346673640635414953
8955366657686540606,IBRD84980,FSL,Disbursing&Repaying,0,US,2025-12-01,,true,1593193451471554465
889938865322163814,IBRD2891S,SCPD,Fully Repaid,7.07,US,2025-12-01,,true,8548337745900328820
8033270624470716030,IBRD50990,NON POOL,Repaid,6.5,US,2025-12-01,,true,1523259564307058916
3450910584129740225,IBRD3705A,SCL,Fully Repaid,3.99,US,2025-12-01,,true,1038984701856654497
5537118645892480732,IBRD2888S,SCPM,Fully Repaid,4.1,US,2025-12-01,,true,7619735821458061422
3607040530992829648,IBRD08980,NPL,Fully Repaid,7.25,US,2025-12-01,,true,5515546013408566953
5257862268647568444,IBRD77870,FSL,Repaying,0,US,2025-12-01,,true,5810835361799591493
1894328101009848364,IBRD33930,CPL,Fully Repaid,4.85,US,2025-12-01,,true,1745635819081451598
3396435519586053844,IBRDB1120,GURB,Fully Cancelled,0,US,2025-12-01,,true,5391152031331278041
6185609588245993343,IBRD70020,FSL,Fully Repaid,0,US,2025-12-01,,true,6866328857139473574
2807413478327431149,IBRD3295S,SCPM,Fully Repaid,2.13,US,2025-12-01,,true,1021105743934794646
8797657594799676834,IBRD39880,CPL,Fully Repaid,1.31,US,2025-12-01,,true,4118615873421298293
7871558748490894004,IBRD35440,CPL,Fully Repaid,4.85,US,2025-12-01,,true,449954465655239165
334266287217234016,IBRD94970,FSL,Fully Disbursed,0,US,2025-12-01,,true,3166508622227046578
6314351202996906580,IBRD02650,NPL,Fully Repaid,5.75,US,2025-12-01,,true,1635669758054154883
4570574720686236490,IBRD78220,FSL,Repaying,0,US,2025-12-01,,true,2224998888822714478
1391928385759995350,IBRD60000,NON POOL,Repaid,4.625,US,2025-12-01,,true,5894584233292212716
6020361434382038972,IBRD96410,FSL,Effective,0,US,2025-12-01,,true,168202526383933303
9012810812513984340,IBRD47040,SCL,Fully Repaid,0.2,US,2025-12-01,,true,4210045861145056141
3498002818797681224,IBRD3191S,SCPD,Fully Repaid,7.54,US,2025-12-01,,true,108187464522515511
7341597103170259058,IBRD3550S,SCPD,Fully Repaid,4.47,US,2025-12-01,,true,5415963395153560018
3262244424844211770,IBRD3960A,SCL,Fully Repaid,0.73,US,2025-12-01,,true,8613979286616871012
6088434870318378846,IBRD01430,NPL,Fully Repaid,4.75,US,2025-12-01,,true,2511169485023115572
1318064144742600188,IBRD95490,FSL,Effective,0,US,2025-12-01,,true,2105472045263528434
814118525085016779,IBRD07762,NPL,Fully Repaid,7.25,US,2025-12-01,,true,6607151864236069755
7533670063910603917,IBRD76190,FSL,Repaying,0,US,2025-12-01,,true,5600971739128804120
5833581973837453196,IBRD31940,CPL,Fully Repaid,6.82,US,2025-12-01,,true,5411521452565466198
9181627974370568426,IBRD00990,NPL,Fully Repaid,4.75,US,2025-12-01,,true,1732079661688441414
1106672035142639005,IBRD07690,NPL,Fully Repaid,7.25,US,2025-12-01,,true,2947085281743004066
6041600649435222658,IBRD30180,CPL,Fully Repaid,2.7,US,2025-12-01,,true,7340342861232522793
1333033905842805413,IBRD05581,NPL,Fully Repaid,6.5,US,2025-12-01,,true,6554025968262260559
4637000028116987297,IBRD00620,NPL,Fully Repaid,4.125,US,2025-12-01,,true,4058563790596775531
753595447435052158,IBRD2490S,SCPD,Fully Repaid,8.32,US,2025-12-01,,true,6906262935446827293
3572923658417177232,IBRD47690,SCL,Fully Repaid,1.18,US,2025-12-01,,true,6457978074135252666
8968838412170511914,IBRD09350,NPL,Fully Repaid,7.25,US,2025-12-01,,true,3848093403117513854
624243519240154694,IBRD17400,NPL,Fully Repaid,7.9,US,2025-12-01,,true,5150000342171929755
6972178081792838218,IBRD2880S,SCPD,Fully Repaid,7.07,US,2025-12-01,,true,3857979518290676962
4625656383939161015,IBRD3547S,SCPD,Fully Repaid,6.14,US,2025-12-01,,true,3319400826955847902
1084452076040561860,IBRD37390,CPL,Fully Transferred,7.43,US,2025-12-01,,true,8340637926419580819
7702130852389175362,IBRD05380,NPL,Fully Repaid,6.25,US,2025-12-01,,true,8475457634853715011
753136226129435923,IBRD20000,CPL,Fully Repaid,9.6,US,2025-12-01,,true,3534609576499395860
3282137557468172158,IBRD72250,FSL,Fully Repaid,0,US,2025-12-01,,true,6681995321091515708
4837585303218527967,IBRD10420,NPL,Fully Repaid,7.25,US,2025-12-01,,true,2818380418241944428
3491144254402760203,IBRD04200,NPL,Fully Repaid,5.5,US,2025-12-01,,true,7931707032946061806
2495496998176085448,IBRD36150,CPL,Fully Repaid,2.32,US,2025-12-01,,true,9021846762345470230
440492426694166671,IBRD11170,NPL,Fully Repaid,8.5,US,2025-12-01,,true,6330530756208605246
8802879154072052896,IBRD13470,NPL,Fully Repaid,8.7,US,2025-12-01,,true,1318060301039485587
6753209264768207622,IBRD24250,CPL,Fully Repaid,5.21,US,2025-12-01,,true,185892555598342385
6266566542356642305,IBRD3437S,SCPD,Fully Repaid,2.49,US,2025-12-01,,true,8336240798050755875
7330393355883473118,IBRD06910,NPL,Fully Repaid,7,US,2025-12-01,,true,547822485060879054
5276405018719895414,IBRD28010,CPL,Fully Repaid,5.02,US,2025-12-01,,true,7569570702463117803
8164854210713868639,IBRD27300,CPL,Fully Repaid,6.36,US,2025-12-01,,true,226602219077936265
2966487907073100460,IBRD37540,CPL,Fully Transferred,7.43,US,2025-12-01,,true,4324308525312138250
9183757849438548530,IBRD94820,FSL,Disbursing,0,US,2025-12-01,,true,1344327014996692952
7588332957413200239,IBRD70070,FSL,Fully Repaid,0,US,2025-12-01,,true,7803987267633814869
2190639966907798459,IBRD88130,FSL,Disbursing,0,US,2025-12-01,,true,4420197322707608047
4847116429414141518,IBRD16770,NPL,Fully Repaid,7,US,2025-12-01,,true,2533324886759732216
1706262215771603595,IBRD28090,CPL,Fully Repaid,5.59,US,2025-12-01,,true,7207996829091725969
1552881176509831467,IBRD92180,FSL,Repaying,0,US,2025-12-01,,true,4288366848788291222
3606435908622147812,IBRD33790,CPL,Fully Repaid,7.43,US,2025-12-01,,true,3471049788494440454
2174693524667303273,IBRD37740,CPL,Fully Repaid,2.48,US,2025-12-01,,true,3146523945034855707
2050091416832727860,IBRD89610,FSL,Fully Disbursed,0,US,2025-12-01,,true,3805275857001744009
7441407753923928495,IBRD13490,NPL,Fully Repaid,8.7,US,2025-12-01,,true,4262269139568033762
6015766155699588492,IBRD05820,NPL,Fully Repaid,6.5,US,2025-12-01,,true,2569618137038934506
2698140604012145033,IBRD3801A,SCL,Fully Repaid,0,US,2025-12-01,,true,8429968967957811814
7246678071566619497,IBRD43440,SCL,Fully Repaid,0.73,US,2025-12-01,,true,7614410155024289330
3256139276899920791,IBRD87680,FSL,Repaying,0,US,2025-12-01,,true,1080961744393123690
1140783037282332184,IBRD72950,FSL,Fully Repaid,0,US,2025-12-01,,true,1892381771739378227
1575194355438617182,IBRD89860,FSL,Disbursing,0,US,2025-12-01,,true,921935313841927106
5575632417331653869,IBRD08460,NPL,Fully Repaid,7.25,US,2025-12-01,,true,8757418143631765073
3558096738072193848,IBRD17070,NPL,Fully Cancelled,7.9,US,2025-12-01,,true,197643223203558607
5094204136837684617,IBRD45300,SCL,Fully Repaid,1.08,US,2025-12-01,,true,3327247888589867532
219457016257412787,IBRD3311S,SCPD,Fully Repaid,2.82,US,2025-12-01,,true,2067476545243686828
8469112997421604708,IBRD96400,FSL,Signed,0,US,2025-12-01,,true,2617718670515810259
8986002159957224933,IBRD45570,SCL,Fully Repaid,2.58,US,2025-12-01,,true,8223514400630478141
2150912451777660877,IBRD45660,SCL,Fully Repaid,0.97,US,2025-12-01,,true,3770109228903813652
7472144949482895688,IBRD2537S,SCPM,Fully Repaid,4.86,US,2025-12-01,,true,3939591345293616980
4308902697004115669,IBRD36050,SCL,Fully Repaid,0.99,US,2025-12-01,,true,4957361351218165994
8460157866725302281,IBRD39460,SCL,Fully Repaid,0.86,US,2025-12-01,,true,2131048224362559062
2273693496126698044,IBRD92200,FSL,Disbursing,0,US,2025-12-01,,true,2919667849683070545
5197332075405045047,IBRD31780,CPL,Fully Repaid,4.84,US,2025-12-01,,true,1648490711478719554
6383816137657224791,IBRD15380,NPL,Fully Repaid,7.45,US,2025-12-01,,true,5222793735488444195
4450388384170464018,IBRD03530,NPL,Fully Repaid,5.5,US,2025-12-01,,true,5515027390688709694
5989635935211230119,IBRD3420A,SCL,Fully Repaid,5.57,US,2025-12-01,,true,1035959354808531849
5436210538034284789,IBRD89720,FSL,Repaying,0,US,2025-12-01,,true,7343824809682925693
6927223553841690826,IBRD79530,FSL,Fully Disbursed,0,US,2025-12-01,,true,146821798265094213
1437375736376461489,IBRD31440,CPL,Fully Cancelled,7.1,US,2025-12-01,,true,4797224599418153810
620603581123646059,IBRD92380,FSL,Disbursing,0,US,2025-12-01,,true,290844428618905498
6522361570476838766,IBRD38800,CPL,Fully Repaid,7.79,US,2025-12-01,,true,3123766982097594115
980950270951334342,IBRD17500,NPL,Fully Repaid,7.9,US,2025-12-01,,true,4578885573429815706
8192583885503691482,IBRD46480,SCL,Fully Repaid,1.18,US,2025-12-01,,true,2076193147072457362
802300921287000956,IBRD17770,NPL,Fully Repaid,7.95,US,2025-12-01,,true,4723706735762880317
2067083246976543475,IBRD25520,CPL,Fully Repaid,4.59,US,2025-12-01,,true,4860774655969975762
4664410344971886416,IBRD35420,CPL,Fully Transferred,7.43,US,2025-12-01,,true,6352798259069377476
4273803116565572788,IBRDS0140,NPL,Fully Repaid,7.9,US,2025-12-01,,true,4311602417540750257
4388405431772092093,IBRD36000,CPL,Fully Repaid,4.59,US,2025-12-01,,true,5906194446412355961
3698882021642786084,IBRD10080,NPL,Fully Repaid,7.25,US,2025-12-01,,true,6953760106893332409
4629952937055861785,IBRD45190,SCL,Fully Repaid,3.23,US,2025-12-01,,true,8887135106197400850
924584441548550796,IBRD88100,FSL,Disbursing&Repaying,0,US,2025-12-01,,true,3579064409546648637
4933975674988392885,IBRD37990,CPL,Fully Repaid,7.43,US,2025-12-01,,true,574156002233974886
7091546649479240208,IBRD2572S,SCPM,Fully Repaid,2.9,US,2025-12-01,,true,9006996613165315168
3000645616379636626,IBRD50570,NON POOL,Repaid,6.5,US,2025-12-01,,true,2400994167672398496
8494473327137133041,IBRD85570,FSL,Repaying,0,US,2025-12-01,,true,3310609054149264056
338247535064254315,IBRD2591S,SCPD,Fully Repaid,8.66,US,2025-12-01,,true,1033580712284187447
2386066526623607761,IBRD24050,CPL,Fully Repaid,6.36,US,2025-12-01,,true,7940584025289350246
3152587043380668915,IBRD3856A,SCL,Fully Repaid,0.73,US,2025-12-01,,true,1438521398863699018
3723243164617853405,IBRD70480,FSL,Fully Repaid,0,US,2025-12-01,,true,456094021656972753
4904475007531732356,IBRD70712,NON POOL,Repaid,7.25,US,2025-12-01,,true,2725649829472342200
3031227617975003144,IBRD23750,CPL,Fully Repaid,6.18,US,2025-12-01,,true,3920391013620559540
1033380647620640625,IBRD46710,SCL,Fully Repaid,2.23,US,2025-12-01,,true,2968899719576511955
5042875365015883883,IBRD41720,SCL,Fully Repaid,1.9,US,2025-12-01,,true,1504391259415747892
8259142295630383282,IBRD88530,FSL,Disbursing,0,US,2025-12-01,,true,3189419793527011334
9187244186373618918,IBRD82760,FSL,Repaying,0,US,2025-12-01,,true,6702347719002171528
2407781550446064130,IBRD38662,SCL,Fully Repaid,2.35,US,2025-12-01,,true,6896719622803688412
4741867429090571510,IBRD42470,SCL,Fully Repaid,0.48,US,2025-12-01,,true,4545526557177272344
1362151331432430227,IBRD08890,NPL,Fully Repaid,7.25,US,2025-12-01,,true,7573043873953742289
6972349867009241573,IBRD39520,SCL,Fully Repaid,0.69,US,2025-12-01,,true,8684464393304422808
4054451288089219891,IBRD14810,NPL,Fully Repaid,8.2,US,2025-12-01,,true,1670820065764819552
1513476984543065119,IBRD13340,NPL,Fully Repaid,8.7,US,2025-12-01,,true,7559535502298660871
8553351655462958203,IBRD50170,NON POOL,Repaid,6,US,2025-12-01,,true,4011985528690678349
7181393051980572917,IBRD3833S,SCPD,Fully Repaid,5.11,US,2025-12-01,,true,5754398987375793879
3176872845399847086,IBRD04840,NPL,Fully Repaid,6,US,2025-12-01,,true,3753051338788382280
8194891599787163601,IBRD12290,NPL,Fully Repaid,8.5,US,2025-12-01,,true,2892304498896830144
4623855702617797759,IBRD41960,SCL,Fully Repaid,0,US,2025-12-01,,true,5925566574330093181
7632915267141480835,IBRD36240,CPL,Fully Transferred,7.39,US,2025-12-01,,true,9145321963634137432
2652997694296520052,IBRD02770,NPL,Fully Repaid,5.75,US,2025-12-01,,true,7174743425852327344
3000962118759670188,IBRD05000,NPL,Fully Repaid,6,US,2025-12-01,,true,4615613001660804467
718477357163318783,IBRD27900,CPL,Fully Repaid,6.75,US,2025-12-01,,true,7993030432978360070
8378777325829126447,IBRD95080,FSL,Disbursing,0,US,2025-12-01,,true,8311233659145537205
307195816853973421,IBRD09705,CPL,Fully Repaid,7.25,US,2025-12-01,,true,900538976466860455
6087877935677911603,IBRD42930,SCL,Fully Repaid,0.73,US,2025-12-01,,true,8550614447782809586
